,,sub_type,mat_type,C_kwh,specific_energy,specific_price,materials,mat_basis,SM_sources,price_sources,Cp,P_cavern,Qmax,T_max,T_melt,T_min,T_turning,VtoR,deltaG_chem,deltaH_thermochem,deltaT,deltaV,deltaV_cap,delta_height,dielectric_breakdown,dielectric_constant,mass_density,mu_total,n_e,notes,original_name,phase_change_T,sp_latent_heat,specific_capacitance,specific_strength,vol_latent_heat
unit_row,,N/U,N/U,USD / kilowatt_hour,kilowatt_hour / kilogram,USD / kilogram,N/U,N/U,N/U,N/U,kilowatt_hour / kelvin / kilogram,pascal,N/U,degree_Celsius,degree_Celsius,degree_Celsius,degree_Celsius,dimensionless,kilowatt_hour / mole,kilowatt_hour / kilogram,delta_degree_Celsius,volt,volt,meter,volt / meter,dimensionless,kilogram / meter ** 3,gram / mole,dimensionless,N/U,N/U,degree_Celsius,kilowatt_hour / kilogram,farad / gram,centimeter ** 3 * megapascal / gram,megajoule / meter ** 3
NaF/MgF2/KF,latent_thermal,hot,molten_salt,122.8147921747408,0.1805555555555555,22.174893031550415,"[('NaF', 0.64), ('MgF2', 0.2), ('KF', 0.16)]",mass,Ray 2021,"0 : Alva 2018, Indiamart, Ray 2021, 1 : Alibaba, Indiamart, Ray 2021, 2 : Alva 2018, Ray 2021",,,,,,20.0,,,,,,,,,,,,,,,,804.0,0.1805555555555555,,,
NaK,sensible_thermal,hot,metal,313.40474193899826,0.19718444444442673,61.7985399254903,"[('Na', 0.5), ('K', 0.5)]",molar,"Alva 2018, Antunez 2018","0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Kim 2013, SMM",0.0002472222222222,,,785.0,-12.6,-12.6,,,,,797.6,,,,,,,31.04403465,,,"Eutectic Na-K, Sodium(22.2%)epotassium (77.8%) eutectic (NaK)",,,,,
NaKMgCl,sensible_thermal,hot,molten_salt,3.7472495305412257,0.0901512777777496,0.33781933333036385,"[('NaCl', 0.205), ('KCl', 0.309), ('MgCl2', 0.486)]",mass,Caraballo 2021,"0 : Alibaba, Alva 2018, Indiamart, Li 2017, Ray 2021, Steinmann 2022, USGS, 1 : Alibaba, Alva 2018, Echemi, Indiamart, Ray 2021, USGS, 2 : Alibaba, Alva 2018, Indiamart, Ray 2021",0.0002843888888888,,,700.0,383.0,383.0,,,,,317.0,,,,,,1898.7747,,,,NaKMgCl,,,,,
NaKNO3,latent_thermal,hot,molten_salt,35.67315900294518,0.0277777777777777,0.990921083415141,"[('KNO3', 0.54), ('NaNO3', 0.46)]",mass,Steinmann 2022,"0 : Alibaba, Alva 2018, Indiamart, Steinmann 2022, 1 : Alva 2018, Indiamart, Steinmann 2022",,,,,,20.0,,,,,,,,,,,2071.5,,,,"KNO3-NaNO3
54-46%",222.0,0.0277777777777777,,,
NaKZnCl,sensible_thermal,hot,molten_salt,12.193956908798791,0.1255675391111056,1.5311651610647286,"[('NaCl', 0.075), ('KCl', 0.239), ('ZnCl2', 0.686)]",mass,Caraballo 2021,"0 : Alibaba, Alva 2018, Indiamart, Li 2017, Ray 2021, Steinmann 2022, USGS, 1 : Alibaba, Alva 2018, Echemi, Indiamart, Ray 2021, USGS, 2 : Alibaba, Alva 2018, Echemi, Indiamart",0.0002531603611111,,,700.0,204.0,204.0,,,,,496.0,,,,,,2624.514,,,,NaKZnCl,,,,,
NaLiNO3,latent_thermal,hot,molten_salt,15.973568477060766,0.0736111111111111,1.1758321240058618,"[('LiNO3', 0.49), ('NaNO3', 0.51)]",mass,Steinmann 2022,,,,,,,20.0,,,,,,,,,,,2185.0,,,,"NaNO3-LiNO3
51-49%",193.0,0.0736111111111111,,,
NaMgCaCl,sensible_thermal,hot,molten_salt,2.231358293291324,0.0754109999999919,0.16826896025537394,"[('NaCl', 0.396), ('MgCl2', 0.39), ('CaCl2', 0.214)]",mass,Caraballo 2021,"0 : Alibaba, Alva 2018, Indiamart, Li 2017, Ray 2021, Steinmann 2022, USGS, 1 : Alibaba, Alva 2018, Indiamart, Ray 2021, 2 : Alibaba, Alva 2018, Echemi, Indiamart, Li 2017, Ray 2021",0.0003103333333333,,,650.0,407.0,407.0,,,,,243.0,,,,,,4017.8003,,,,NaMgCaCl,,,,,
NaNO3,latent_thermal,hot,molten_salt,23.91522964079722,0.0491666666666666,1.1758321240058618,NaNO3,,"Alva 2018, Steinmann 2022","Alva 2018, Indiamart, Steinmann 2022",,,,,,20.0,,,,,,,,,,,2180.5,84.9937693,,,NaNO3,306.0,0.0491666666666666,,,388.9
NaOH,latent_thermal,hot,hydroxide,14.858725976742122,0.0458333333333333,0.6810249406006801,NaOH,,Alva 2018,"Alibaba, Alva 2018, Echemi, Indiamart, Li 2017",,,,,,20.0,,,,,,,,,,,2100.0,39.9967693,,,NaOH,318.0,0.0458333333333333,,,346.5
Nanoporous Ni(OH)2 films,pseudocapacitor,,,653.7568722253822,0.037688888888888904,24.639370117649968,Ni(OH)2,,Choi 2015,Li 2017,,,,,,20.0,,,,,,,1.6,,,,,92.7074,,,,,,106.0,,
Naphthalene,synfuel,chemical,LOHC,0.4225436776014012,2.5746855219685587,1.087917089119678,Naphthalene,molar,Southhall 2022,"Chemanalyst, Southhall 2022",,,,,,20.0,,,0.3559605721542411,,,,,,,,,138.254,10.803052265682584,,,,,,,
Ni,latent_thermal,hot,metal,368.2386981945454,0.0833333333333333,30.68655818287877,Ni,,Ray 2021,"Alibaba, DERA, Ray 2021, SMM, USGS",,,,,,20.0,,,,,,,,,,,,58.6934,,,,1728.0,0.0833333333333333,,,
Ni(OH)2/NiO,thermochemical,,hydroxides,171.90258221616259,0.1433333333333333,24.639370117649968,Ni(OH)2,,Andre 2016,Li 2017,,,,,,20.0,70.0,,,0.1433333333333333,,,,,,,,92.7074,,,Ni(OH)2/NiO,,,,,
Ni/Zn,coupled_battery,hybrid_flow,Zn based,53.98255204391946,0.29329600447459936,15.832866825823695,"[('Zn', 1), ('Ni(OH)2', 1)]",molar,Sanchez-diez 2020,"0 : Alibaba, DERA, Indiamart, Kim 2013, Li 2017, SMM, USGS, 1 : Li 2017",,,,,,20.0,,,,,,1.73,,,,,,158.0874,1.0,,Nickel (NiOOH),,,,,
Ni2(CO3)(OH)2 nanosheets,pseudocapacitor,,,,,,(CO3)(OH)2,,,,,,,,,20.0,,,,,,,0.4,,,,,,,,,,,895.0,,
NiAl Molten Salt,coupled_battery,solid_electrode,,,,,"[('Ni', 1), ('Al', 1)]",molar,,,,,,,,20.0,,,,,,0.91,,,,,,,,doi.org/10.1016/j.xcrp.2022.100821,NiAl Molten Salt Battery,,,,,
NiCd,coupled_battery,solid_electrode,Ni based,67.5732881405759,0.2689828997853657,18.17605899208417,"[('Cd(OH)2', 1), ('Ni(OH)2', 1)]",molar,Li 2017,"0 : Alibaba, Li 2017, 1 : Li 2017",,,,,,20.0,,,,,,1.2,,,,,,239.1354,2.0,,,,,,,
NiCo2(OH)6 nanotubes,pseudocapacitor,,,,,,NiCo2(OH)6,,,,,,,,,20.0,,,,,,,0.5,,,,,,,,,,,184.5,,
NiCo2O4 nanosheets,pseudocapacitor,,,,,,NiCo2O4,,,,,,,,,20.0,,,,,,,0.5,,,,,,,,,,,1693.0,,
NiMH,coupled_battery,solid_electrode,Ni based,726.4686396851129,0.061250999141648055,44.49693002578708,"[('LaNi5', 1), ('Ni(OH)2', 1)]",molar,Li 2017,"0 : Alibaba, Li 2017, 1 : Li 2017",,,,,,20.0,,,,,,1.2,,,,,,525.07987,1.0,,,,,,,
NiO nanoblocks,pseudocapacitor,,,,,,NiO,,,,,,,,,20.0,,,,,,,0.6,,,,,,,,,,,1008.0,,
NiSO4/NiO,thermochemical,,sulfates,14.351397687275298,0.3998333333333334,5.738167175295574,NiSO4,,Andre 2016,"Alibaba, Indiamart",,,,,,20.0,995.0,,,0.3998333333333334,,,,,,,,154.7494,,,NiSO4/NiO,,,,,
PANI nanofibers,pseudocapacitor,,,,,,PANI,,,,,,,,,20.0,,,,,,,0.8,,,,,,,,,,,106.0,,
PANI nanotubes,pseudocapacitor,,,,,,PANI,,,,,,,,,20.0,,,,,,,0.5,,,,,,,,,,,686.5,,
PPy nanofibrils,pseudocapacitor,,,,,,PPy,,,,,,,,,20.0,,,,,,,0.7,,,,,,,,,,,280.0,,
PPy-AC/Cu-PBA,coupled_battery,solid_electrode,Na ion,,,,"[('PPy-AC', 0.33), ('K4Fe(CN)6', 0.33), ('Cu', 0.33)]",molar,,,,,,,,20.0,,,,,,1.2,,,,,,,,,,,,,,
PPy-PANI double-wall,pseudocapacitor,,,,,,"[('PPy', 1), ('PANI', 1)]",molar,,,,,,,,20.0,,,,,,,0.6,,,,,,,,,,,529.5,,
PPy-clay core-shell nanoarrays,pseudocapacitor,,,,,,PPy,,,,,,,,,20.0,,,,,,,1.2,,,,,,,,,,,2046.0,,
PPy-sepiolite nanocomposites,pseudocapacitor,,,,,,"[('PPy', 1), ('sepiolite', 1)]",molar,,,,,,,,20.0,,,,,,,1.0,,,,,,,,,,,165.0,,
PSB,flow_battery,,inorganic,6.8223128803952395,0.263019007589702,1.7943979632679972,"[('Na', 1), ('S',1), ('NaBr', 1)]",molar,Li 2017,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Echemi, Indiamart, Li 2017, Steinmann 2022, USGS, 2 : Alibaba, Indiamart, Li 2017",,,,,,20.0,,,,,,1.55,,,,,,157.9435386,1.0,,,,,,,
Pb,sensible_thermal,hot,metal,,,,Pb,,,,3.638888888888889e-05,,,,,20.0,,,,,,,,,,,11340.0,,,,Lead,,,,,
Pb acid,coupled_battery,solid_electrode,other,4.766893794201979,0.5432713963963965,2.5897170480494265,Pb,,Li 2017,"Alibaba, DERA, Indiamart, Kim 2013, Li 2017, SMM, USGS",,,,,,20.0,,,,,,2.1,,,,,,207.2,2.0,,,,,,,
PbCO3/PbO,thermochemical,,carbonates,54.89950257628892,0.0872222222222222,4.788456613598532,PbCO3,,Andre 2016,Alibaba,,,,,,20.0,310.0,,,0.0872222222222222,,,,,,,,267.208,,,PbCO3/PbO,,,,,
PbO2/PbO,thermochemical,,oxides,32.268681207272955,0.0641388888888888,2.0696773585442543,PbO,,Andre 2016,Alibaba,,,,,,20.0,295.0,,,0.0641388888888888,,,,,,,,223.199,,,PbO2/PbO,,,,,
Polythiophene nanostructures,pseudocapacitor,,,,,,Polythiophene,,,,,,,,,20.0,,,,,,,4.0,,,,,,,,,,,162.5,,
Pressurized Water,sensible_thermal,hot,other_fluid,0.007831341144726611,0.23277777777776001,0.001822962188689,Water,,Liang 2022,"Antunez 2018, Li 2017",0.0011638888888888,,,200.0,0.0,0.0,,,,,200.0,,,,,,1000.0,18.015,,,Pressurized water(U),,,,,
PtO2/PtO,thermochemical,,oxides,207.81728521946627,0.0768055555555555,15.96152204532844,PtO2,,Andre 2016,Alibaba,,,,,,20.0,420.0,,,0.0768055555555555,,,,,,,,227.082,,,PtO2/PtO,,,,,
Pumice,gravitational,block_stacking,,77.86899866083982,0.0005449999999999999,0.0424386042701577,Pumice,,Sterner 2019,USGS,,,,,,20.0,,1.0,,,,,,200.0,,,,504.5954032,,,,,,,,
Pumped Hydro,gravitational,pumped_hydro,,25.281705716302056,0.0021799999999999996,0.05511411846153847,Water Reservoir Excavation,volumetric,Phes,"Black and Veatch 2012, Stocks 2021",,,,,,20.0,,3.9,,,,,,800.0,,,1000.0,,,,,,,,,
Quartzite,sensible_thermal,both,rock,,,,Stone,,,,0.0002361111111111,,,,,20.0,,,,,,,,,,,,,,,Quartzite,,,,,
R213,sensible_thermal,cold,hydrocarbon,,,,R213,,,,0.0002638888888888,,,293.0,185.0,185.0,,,,,108.0,,,,,,1602.0,,,,R213,,,,,
R218,sensible_thermal,cold,hydrocarbon,,,,R218,,,,0.0003055555555555,,,28.0,-183.0,-183.0,,,,,211.0,,,,,,1601.0,,,,R218 (U),,,,,
Rh2O3/Rh2O,thermochemical,,oxides,,,,Rh2O3,,,,,,,,,20.0,970.0,,,0.2728055555555556,,,,,,,,,,,Rh2O3/Rh2O,,,,,
River shingle,sensible_thermal,both,rock,0.15109117127380534,0.15,0.0226636756910708,Stone,,Liang 2022,"Steinmann 2022, USGS",0.00015,,,800.0,-200.0,-200.0,,,,,1000.0,,,,,,2560.0,162.0430768,,,River shingle (U),,,,,
S,sensible_thermal,hot,other_solid,3.428483782604635,0.089833333333326,0.3079921264706245,S,,Steinmann 2022,"Echemi, Indiamart, Li 2017, Steinmann 2022, USGS",0.0002722222222222,,,445.0,115.0,115.0,,,,,330.0,,,,,,1700.0,32.06,,,Sulfur,,,,,
S-2 Glass,flywheel,,composite,97.72794459657779,0.2321783650183049,22.690314393032917,GRE,,Kale 2018,"Alibaba, Kale 2018",,,1.2,,,20.0,,,,,,,,,,,,,,,S-2 Glass Epoxy,,,,1003.0105368790768,
S-2 Glass,pressure_tank,,composite,81.4399538304815,0.2786140380219659,22.690314393032917,GRE,,Kale 2018,"Alibaba, Kale 2018",,,1.0,,,20.0,,,,,,,,,,,,,,,S-2 Glass Epoxy,,,,1003.0105368790768,
S-2 Glass,smes,,composite,122.15993074572225,0.1857426920146439,22.690314393032917,GRE,,Kale 2018,"Alibaba, Kale 2018",,,1.5,,,20.0,,,,,,,,,,,,,,,S-2 Glass Epoxy,,,,1003.0105368790768,
"S/Air(Li, Acid)",flow_battery,,inorganic,9.70553964912717,1.85548076923077,18.00844217396222,"[('Li', 1), ('S', 1)]",molar,Li 2017,"0 : Alibaba, ISE, Kim 2013, Li 2017, SMM, Schnell 2020, 1 : Echemi, Indiamart, Li 2017, Steinmann 2022, USGS",,,,,,20.0,,,,,,1.35,,,,,,39.0,2.0,,,,,,,
"S/Air(Li, Base)",flow_battery,,inorganic,20.157659271264126,0.8933796296296298,18.00844217396222,"[('Li', 1), ('S', 1)]",molar,Li 2017,"0 : Alibaba, ISE, Kim 2013, Li 2017, SMM, Schnell 2020, 1 : Echemi, Indiamart, Li 2017, Steinmann 2022, USGS",,,,,,20.0,,,,,,0.65,,,,,,39.0,2.0,,,,,,,
"S/Air(Na, Acid)",flow_battery,,inorganic,1.155210843215912,1.3145150455698644,1.518542034212766,"[('Na', 1), ('S', 1)]",molar,Li 2017,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Echemi, Indiamart, Li 2017, Steinmann 2022, USGS",,,,,,20.0,,,,,,1.35,,,,,,55.0497693,2.0,,,,,,,
"S/Air(Na, Base)",flow_battery,,inorganic,2.3992840589868942,0.6329146515706754,1.518542034212766,"[('Na', 1), ('S', 1)]",molar,Li 2017,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Echemi, Indiamart, Li 2017, Steinmann 2022, USGS",,,,,,20.0,,,,,,0.65,,,,,,55.0497693,2.0,,,,,,,
Sand,sensible_thermal,hot,rock,0.27775274757039264,0.27146000000000003,0.0753987608554588,Sand,,Diago 2018,"Alibaba, Diago 2018, Indiamart, Liu 2016",0.000277,,,1000.0,,20.0,,,,,980.0,,,,,,,60.083,,doi.org/10.1016/j.apenergy.2018.02.106,Sand,,,,,
Sandstone,sensible_thermal,both,rock,0.05165510129018986,0.43875,0.0226636756910708,Stone,,"Bauer 2012, Steinmann 2022","Steinmann 2022, USGS",0.0005625,,,800.0,,20.0,,,,,780.0,,,,,,2200.0,162.0430768,,,Sandstone,,,,,
Sb2O5/SbO2,thermochemical,,oxides,,,,Sb2O5,,,,,,,,,20.0,325.0,,,0.0584444444444444,,,,,,,,,,,Sb2O5/SbO2,,,,,
Sc(BH4)3,synfuel,chemical,metal_hydride,23712.896763164117,5.302081613842239,125727.71393891159,"[('Sc', 1), ('B',3)]",molar,Lai 2018,"0 : USGS, 1 : Alibaba, Ray 2021, USGS",,,,,,20.0,,,0.410306399977287,,,,,,,,,77.385908,12.452394536488224,,Sc(BH4)3,,,,,
Si,latent_thermal,hot,metal,6.3358710973489485,0.4972222222222222,3.1503359067373937,Metallurgical Silicon,,Ray 2021,"Alibaba, Echemi, ISE, Indiamart, Ray 2021, USGS",,,,,,20.0,,,,,,,,,,,,28.085,,,,1410.0,0.4972222222222222,,,
Si-air,coupled_battery,metal_air,,0.3948823418105634,7.977910311949835,3.1503359067373937,Metallurgical Silicon,,Weinrich 2019,"Alibaba, Echemi, ISE, Indiamart, Ray 2021, USGS",,,,,,20.0,,,,,,2.09,,,,,,28.085,4.0,,Si-air,,,,,
Si/LCO,coupled_battery,solid_electrode,Li ion,37.16326088857805,1.0731548340444175,39.88193307143137,"[('Polysilicon', 1), ('LCO', 4)]",molar,Li 2017,"0 : Alibaba, ISE, Li 2017, 1 : ISE, Li 2017",,,,,,20.0,,,,,,4.2,,,,,,419.569776,4.0,,,,,,,
Si/Li2S,coupled_battery,solid_electrode,Li ion,423.821781971524,1.8827047919246502,797.9312998398326,"[('Polysilicon', 1), ('Li2S', 1)]",molar,Li 2017,"0 : Alibaba, ISE, Li 2017, 1 : Alibaba, Li 2017",,,,,,20.0,,,,,,2.6,,,,,,74.025,2.0,,,,,,,
Si/Mg (56/44),latent_thermal,hot,alloy,15.895706252623755,0.2102777777777777,3.3425137870100494,"[('Metallurgical Silicon', 0.56), ('Mg', 0.44)]",molar,Alva 2018,"0 : Alibaba, Echemi, ISE, Indiamart, Ray 2021, USGS, 1 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS",,,,,,20.0,,,,,,,,,,,1900.0,26.421800000000005,,,Si/Mg (56/44),946.0,0.2102777777777777,,,1438.3
Si/Mg/Ca (49/30/21),latent_thermal,hot,alloy,44.092987496219486,0.0847222222222222,3.735655885096372,"[('Metallurgical Silicon', 0.49), ('Mg', 0.3), ('Ca', 0.21)]",molar,Alva 2018,"0 : Alibaba, Echemi, ISE, Indiamart, Ray 2021, USGS, 1 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 2 : Alibaba, ISE, Indiamart, Kim 2013, SMM",,,,,,20.0,,,,,,,,,,,6880.0,29.46953,,,Si/Mg/Ca (49/30/21),865.0,0.0847222222222222,,,2098.4
SiO2,dielectric_capacitor,bulk,,1054.0942147229289,0.0006741398933157101,0.7106069614580224,SiO2,,Haynes 2014,"Alibaba, Indiamart, Steinmann 2022",,,,,,20.0,,,,,,,,,570000000.0,4.47,2648.0,60.083,,,,,,,,
SiO2,sensible_thermal,hot,other_solid,2.0613900574132646,0.34472222222209004,0.7106069614580224,SiO2,,Steinmann 2022,"Alibaba, Indiamart, Steinmann 2022",0.0002027777777777,,,1720.0,,20.0,,,,,1700.0,,,,,,2200.0,60.083,,,SiO2,,,,,
Silica brick,sensible_thermal,hot,other_solid,1.752181548801094,0.405555555555442,0.7106069614580224,SiO2,,Liang 2022,"Alibaba, Indiamart, Steinmann 2022",0.0002777777777777,,,1260.0,-200.0,-200.0,,,,,1460.0,,,,,,1820.0,60.083,,,Silica fire bricks (U),,,,,
Solar Salt,sensible_thermal,hot,molten_salt,2.13200916229931,0.2902222222221932,0.6187564368805822,Solar Salt,mass,"Alva 2018, Antunez 2018, Caraballo 2021, Liang 2022, Steinmann 2022","Antunez 2018, Diago 2018, Liu 2016, Olympios 2021, Steinmann 2022",0.0004444444444444,,,873.0,220.0,220.0,,,,,653.0,,,,,,1943.1213333333333,186.0960693,,,"Solar Salt, Solar Salt, NaNO3e KNO3 (50-50), Solar salt",,,,,
Sr(OH)2/SrO,thermochemical,,hydroxides,,,,SrO,,,,,,,,,20.0,755.0,,,0.2023055555555555,,,,,,,,,,,Sr(OH)2/SrO,,,,,
SrCO3/SrO,thermochemical,,carbonates,7.867511249278732,0.3807361111111111,2.995445637173304,SrCO3,,Andre 2016,"Alibaba, Indiamart",,,,,,20.0,1220.0,,,0.3807361111111111,,,,,,,,147.628,,,SrCO3/SrO,,,,,
Steel 1020,flywheel,,metal,146.49714942958184,0.012684240362811797,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.2,,,20.0,,,,,,,,,,,,55.845,,,Carbon-Steel-1020,,,,54.79591836734694,
Steel 1020,pressure_tank,,metal,122.08095785798487,0.015221088435374156,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.0,,,20.0,,,,,,,,,,,,55.845,,,Carbon-Steel-1020,,,,54.79591836734694,
Steel 1020,smes,,metal,183.1214367869773,0.010147392290249437,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.5,,,20.0,,,,,,,,,,,,55.845,,,Carbon-Steel-1020,,,,54.79591836734694,
Steel 15-7,flywheel,,metal,82.64497933147067,0.022484185619778854,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.2,,,20.0,,,,,,,,,,,,55.845,,,Stainless-Steel-15-7,,,,97.1316818774446,
Steel 15-7,pressure_tank,,metal,68.87081610955889,0.026981022743734623,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.0,,,20.0,,,,,,,,,,,,55.845,,,Stainless-Steel-15-7,,,,97.1316818774446,
Steel 15-7,smes,,metal,103.30622416433835,0.01798734849582308,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.5,,,20.0,,,,,,,,,,,,55.845,,,Stainless-Steel-15-7,,,,97.1316818774446,
Steel 18Ni-300,flywheel,,metal,85.1459954659457,0.021823751612308834,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.2,,,20.0,,,,,,,,,,,,55.845,,,Steel-18Ni-300,,,,94.27860696517412,
Steel 18Ni-300,pressure_tank,,metal,70.95499622162143,0.0261885019347706,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.0,,,20.0,,,,,,,,,,,,55.845,,,Steel-18Ni-300,,,,94.27860696517412,
Steel 18Ni-300,smes,,metal,106.43249433243214,0.017459001289847065,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.5,,,20.0,,,,,,,,,,,,55.845,,,Steel-18Ni-300,,,,94.27860696517412,
Steel 4340,flywheel,,metal,134.07542521991547,0.013859400802075969,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.2,,,20.0,,,,,,,,,,,,55.845,,,Steel-4340,,,,59.87261146496816,
Steel 4340,pressure_tank,,metal,111.72952101659625,0.01663128096249116,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.0,,,20.0,,,,,,,,,,,,55.845,,,Steel-4340,,,,59.87261146496816,
Steel 4340,smes,,metal,167.5942815248944,0.011087520641660773,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.5,,,20.0,,,,,,,,,,,,55.845,,,Steel-4340,,,,59.87261146496816,
Steel 440C,flywheel,,metal,50.66502703047658,0.03667628667628669,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.2,,,20.0,,,,,,,,,,,,55.845,,,Stainless-Steel-440C,,,,158.44155844155844,
Steel 440C,pressure_tank,,metal,42.22085585873048,0.04401154401154403,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.0,,,20.0,,,,,,,,,,,,55.845,,,Stainless-Steel-440C,,,,158.44155844155844,
Steel 440C,smes,,metal,63.331283788095725,0.02934102934102935,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.5,,,20.0,,,,,,,,,,,,55.845,,,Stainless-Steel-440C,,,,158.44155844155844,
Steel 455,flywheel,,metal,41.83544642555606,0.044417000763650266,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.2,,,20.0,,,,,,,,,,,,55.845,,,Stainless-Steel-455,,,,191.8814432989691,
Steel 455,pressure_tank,,metal,34.86287202129671,0.053300400916380324,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.0,,,20.0,,,,,,,,,,,,55.845,,,Stainless-Steel-455,,,,191.8814432989691,
Steel 455,smes,,metal,52.29430803194507,0.035533600610920216,1.8582050558315732,Steel,,Kale 2018,"Alibaba, Indiamart, Kale 2018, Singh Gill 2022",,,1.5,,,20.0,,,,,,,,,,,,55.845,,,Stainless-Steel-455,,,,191.8814432989691,
Stone,gravitational,block_stacking,,41.584726038662026,0.0005449999999999999,0.0226636756910708,Stone,,Sterner 2019,"Steinmann 2022, USGS",,,,,,20.0,,1.0,,,,,,200.0,,,,162.0430768,,,,,,,,
T300-BSL914C,flywheel,,composite,120.86076584753016,0.22272111752547938,26.91824483454721,CFRP,,Kale 2018,"Indiamart, Kale 2018, Rao 2018, Singh Gill 2022",,,1.2,,,20.0,,,,,,,,,,,,,,,T300-BSL914C,,,,962.1552277100706,
T300-BSL914C,pressure_tank,,composite,100.7173048729418,0.26726534103057525,26.91824483454721,CFRP,,Kale 2018,"Indiamart, Kale 2018, Rao 2018, Singh Gill 2022",,,1.0,,,20.0,,,,,,,,,,,,,,,T300-BSL914C,,,,962.1552277100706,
T300-BSL914C,smes,,composite,151.07595730941267,0.17817689402038353,26.91824483454721,CFRP,,Kale 2018,"Indiamart, Kale 2018, Rao 2018, Singh Gill 2022",,,1.5,,,20.0,,,,,,,,,,,,,,,T300-BSL914C,,,,962.1552277100706,
T300-PR319,flywheel,,composite,131.81423020635046,0.2042134964670177,26.91824483454721,CFRP,,Kale 2018,"Indiamart, Kale 2018, Rao 2018, Singh Gill 2022",,,1.2,,,20.0,,,,,,,,,,,,,,,T300-PR319,,,,882.202304737516,
T300-PR319,pressure_tank,,composite,109.84519183862541,0.2450561957604212,26.91824483454721,CFRP,,Kale 2018,"Indiamart, Kale 2018, Rao 2018, Singh Gill 2022",,,1.0,,,20.0,,,,,,,,,,,,,,,T300-PR319,,,,882.202304737516,
T300-PR319,smes,,composite,164.76778775793812,0.16337079717361414,26.91824483454721,CFRP,,Kale 2018,"Indiamart, Kale 2018, Rao 2018, Singh Gill 2022",,,1.5,,,20.0,,,,,,,,,,,,,,,T300-PR319,,,,882.202304737516,
TEMPO/Zn,coupled_battery,hybrid_flow,Zn based,34.365057244424065,0.16466926362961345,5.6588686710288245,"[('Zn', 1), ('TEMPO', 1)]",molar,Sanchez-diez 2020,"0 : Alibaba, DERA, Indiamart, Kim 2013, Li 2017, SMM, USGS, 1 : Liu 2019",,,,,,20.0,,,,,,1.46,,,,,,237.628,1.0,,TEMPOL (organic),,,,,
Therminol 66 ,sensible_thermal,hot,oil,,,,Therminol 66,,,,0.0005833333333333,,,345.0,-3.0,-3.0,,,,,348.0,,,,,,750.0,,,,Therminol 66 (U),,,,,
Therminol VP1,sensible_thermal,hot,oil,23.071654592795237,0.256666666666641,5.921724678816853,Therminol VP1,,Steinmann 2022,Steinmann 2022,0.0006666666666666,,,400.0,15.0,15.0,,,,,385.0,,,,,,750.0,,,,Therminol VP1,,,,,
Ti12Mn18H30,synfuel,chemical,metal_hydride,8.803459357272867,0.6454853041900686,5.682503641154183,"[('Ti',12), ('Mn',18)]",molar,Bellosta 2019,"0 : ISE, SMM, USGS, 1 : ISE, USGS",,,,,,20.0,,,1.0090799298223094,,,,,,,,,1563.288774,30.62458057123853,,Ti1.2Mn1.8H3,,,,,
